Discipline	Gender	Event	phase	Eventunit	schedule	medalflag	ENG longdescription	ENG Description	FRA longdescription	FRA Description	Eventunittype	cisSchedule	infoSchedule	scheduleFilter11	scheduleFilter12	scheduleFilter21	scheduleFilter22	groupCriteria
WR	M	260	3	04	Y	0	Men's Freestyle 60 kg Quarterfinal	Men's FR 60 kg Quarterfinal	Lutte libre, 60 kg - hommes, quarts de finale	Libre, 60 kg - hommes, 1/4 finale	HATH	N	Y					
WR	M	260	3	50	N	0	Men's Freestyle 60 kg Repechage Round 2	Men's FR 60 kg Repechage Rnd 2	Lutte libre, 60 kg - hommes, 2e tour repêchage	Libre, 60 kg - hommes, 2e repêchage	NONE	N	N					
WR	M	260	3	51	Y	0	Men's Freestyle 60 kg Repechage Round 2	Men's FR 60 kg Repechage Rnd 2	Lutte libre, 60 kg - hommes, 2e tour repêchage	Libre, 60 kg - hommes, 2e repêchage	HATH	N	Y					
WR	M	260	3	52	Y	0	Men's Freestyle 60 kg Repechage Round 2	Men's FR 60 kg Repechage Rnd 2	Lutte libre, 60 kg - hommes, 2e tour de repêchage	Libre, 60 kg - hommes, 2e repêchage	HATH	N	Y					
WR	M	260	4	00	N	0	Men's Freestyle 60 kg 1/8 Finals/Repechage Round 1	Men's FR 60 kg 1/8 Finals/Rep Rnd 1	Lutte libre, 60 kg - hommes, 8es de finale / 1er tour de repêchage	Libre, 60 kg - h, 1/8 finale/repêchage 1	NONE	N	N					
WR	M	260	4	01	Y	0	Men's Freestyle 60 kg 1/8 Final	Men's FR 60 kg 1/8 Final	Lutte libre, 60 kg - hommes, 8e de finale	Libre, 60 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	260	4	02	Y	0	Men's Freestyle 60 kg 1/8 Final	Men's FR 60 kg 1/8 Final	Lutte libre, 60 kg - hommes, 8e de finale	Libre, 60 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	260	4	03	Y	0	Men's Freestyle 60 kg 1/8 Final	Men's FR 60 kg 1/8 Final	Lutte libre, 60 kg - hommes, 8e de finale	Libre, 60 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	260	4	04	Y	0	Men's Freestyle 60 kg 1/8 Final	Men's FR 60 kg 1/8 Final	Lutte libre, 60 kg - hommes, 8e de finale	Libre, 60 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	260	4	05	Y	0	Men's Freestyle 60 kg 1/8 Final	Men's FR 60 kg 1/8 Final	Lutte libre, 60 kg - hommes, 8e de finale	Libre, 60 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	260	4	06	Y	0	Men's Freestyle 60 kg 1/8 Final	Men's FR 60 kg 1/8 Final	Lutte libre, 60 kg - hommes, 8e de finale	Libre, 60 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	260	4	07	Y	0	Men's Freestyle 60 kg 1/8 Final	Men's FR 60 kg 1/8 Final	Lutte libre, 60 kg - hommes, 8e de finale	Libre, 60 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	260	4	08	Y	0	Men's Freestyle 60 kg 1/8 Final	Men's FR 60 kg 1/8 Final	Lutte libre, 60 kg - hommes, 8e de finale	Libre, 60 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	260	4	50	N	0	Men's Freestyle 60 kg - Repechage Round 1	Men's FR 60 kg Repechage Rnd 1	Lutte libre, 60 kg - hommes, 1er tour repêchage	Libre, 60 kg - hommes, 1e repêchage	NONE	N	N					
WR	M	260	4	51	Y	0	Men's Freestyle 60 kg - Repechage Round 1	Men's FR 60 kg Repechage Rnd 1	Lutte libre, 60 kg - hommes, 1er tour repêchage	Libre, 60 kg - hommes, 1e repêchage	HATH	N	Y					
WR	M	260	4	52	Y	0	Men's Freestyle 60 kg - Repechage Round 1	Men's FR 60 kg Repechage Rnd 1	Lutte libre, 60 kg - hommes, 1er tour de repêchage	Libre, 60 kg - hommes, 1er repêchage	HATH	N	Y					
WR	M	260	5	00	N	0	Men's Freestyle 60 kg Qualifications	Men's FR 60 kg Qualifications	Lutte libre, 60 kg - hommes, qualifications	Libre, 60 kg - hommes, qualifications	NONE	N	N					
WR	M	260	5	01	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	02	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	03	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	04	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	05	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	06	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	07	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	08	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	09	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	10	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	11	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	12	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	13	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	14	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	15	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	5	16	Y	0	Men's Freestyle 60 kg Qualification	Men's FR 60 kg Qualification	Lutte libre, 60 kg - hommes, qualification	Libre, 60 kg - hommes, qualification	HATH	N	Y					
WR	M	260	M	00	Y	0	Men's Freestyle 60 kg Victory Ceremony	Men's FR 60 kg Victory Ceremony	Lutte libre, 60 kg - hommes, remise des médailles	Libre, 60 kg - hommes, remise médailles	NONE	N	Y					
WR	M	266	0	00	N	0	Men's Freestyle 66 kg	Men's FR 66 kg	Lutte libre, 66 kg - hommes	Lutte libre, 66 kg - hommes	NONE	N	N					
WR	M	266	1	00	N	0	Men's Freestyle 66 kg Finals	Men's FR 66 kg Finals	Lutte libre, 66 kg - hommes, finales	Libre, 66 kg - hommes, finales	NONE	N	N					
WR	M	266	1	01	Y	1	Men's Freestyle 66 kg Gold Medal	Men's FR 66 kg Gold Medal	Lutte libre, 66 kg - hommes, combat pour la médaille d'or	Libre, 66 kg - hommes, médaille d'or	HATH	N	Y					
WR	M	266	2	00	N	0	Men's Freestyle 66 kg Semifinals/Bronze Medal Finals	Men's FR 66 kg Semifinals/Bronze Finals	Lutte libre, 66 kg - hommes, demi-finales / finales pour la médaille de bronze	Libre, 66 kg - h, 1/2 finales/bronze	NONE	N	N					
WR	M	266	2	01	Y	0	Men's Freestyle 66 kg Semifinal	Men's FR 66 kg Semifinal	Lutte libre, 66 kg - hommes, demi-finale	Libre, 66 kg - hommes, 1/2 finale	HATH	N	Y					
WR	M	266	2	02	Y	0	Men's Freestyle 66 kg Semifinal	Men's FR 66 kg Semifinal	Lutte libre, 66 kg - hommes, demi-finale	Libre, 66 kg - hommes, 1/2 finale	HATH	N	Y					
WR	M	266	2	50	N	0	Men's Freestyle 66 kg Bronze Medal Finals	Men's FR 66 kg Bronze Medal Finals	Lutte libre, 66 kg - hommes, finales pour la médaille de bronze	Libre, 66 kg - hommes, finales bronze	NONE	N	N					
WR	M	266	2	51	Y	2	Men's Freestyle 66 kg Bronze	Men's FR 66 kg Bronze	Lutte libre, 66 kg - hommes, repêchage bronze	Libre, 66 kg - hommes, repêchage bronze	HATH	N	Y					
WR	M	266	2	52	Y	2	Men's Freestyle 66 kg Bronze	Men's FR 66 kg Bronze	Lutte libre, 66 kg - hommes, repêchage bronze	Libre, 66 kg - hommes, repêchage bronze	HATH	N	Y					
WR	M	266	3	00	N	0	Men's Freestyle 66 kg Quarterfinals/Repechage Round 2 	Men's FR 66 kg Quarterfinals/Rep Rnd 2	Lutte libre, 66 kg - hommes, quarts de finale / 2e tour de repêchage	Libre, 66 kg - h, 1/4 finale/repêchage 2	NONE	N	N					
WR	M	266	3	01	Y	0	Men's Freestyle 66 kg Quarterfinal	Men's FR 66 kg Quarterfinal	Lutte libre, 66 kg - hommes, quart de finale	Libre, 66 kg - hommes, 1/4 finale	HATH	N	Y					
WR	M	266	3	02	Y	0	Men's Freestyle 66 kg Quarterfinal	Men's FR 66 kg Quarterfinal	Lutte libre, 66 kg - hommes, quart de finale	Libre, 66 kg - hommes, 1/4 finale	HATH	N	Y					
WR	M	266	3	03	Y	0	Men's Freestyle 66 kg Quarterfinal	Men's FR 66 kg Quarterfinal	Lutte libre, 66 kg - hommes, quart de finale	Libre, 66 kg - hommes, 1/4 finale	HATH	N	Y					
WR	M	266	3	04	Y	0	Men's Freestyle 66 kg Quarterfinal	Men's FR 66 kg Quarterfinal	Lutte libre, 66 kg - hommes, quart de finale	Libre, 66 kg - hommes, 1/4 finale	HATH	N	Y					
WR	M	266	3	50	N	0	Men's Freestyle 66 kg Repechage Round 2	Men's FR 66 kg Repechage Rnd 2	Lutte libre, 66 kg - hommes, 2e tour repêchage	Libre, 66 kg - hommes, 2e repêchage	NONE	N	N					
WR	M	266	3	51	Y	0	Men's Freestyle 66 kg Repechage Round 2	Men's FR 66 kg Repechage Rnd 2	Lutte libre, 66 kg - hommes, 2e tour repêchage	Libre, 66 kg - hommes, 2e repêchage	HATH	N	Y					
WR	M	266	3	52	Y	0	Men's Freestyle 66 kg Repechage Round 2	Men's FR 66 kg Repechage Rnd 2	Lutte libre, 66 kg - hommes, 2e tour de repêchage	Libre, 66 kg - hommes, 2e repêchage	HATH	N	Y					
WR	M	266	4	00	N	0	Men's Freestyle 66 kg 1/8 Finals/Repechage Round 1	Men's FR 66 kg 1/8 Finals/Rep Rnd 1	Lutte libre, 66 kg - hommes, 8es de finale / 1er tour de repêchage	Libre, 66 kg - h, 1/8 finale/repêchage 1	NONE	N	N					
WR	M	266	4	01	Y	0	Men's Freestyle 66 kg 1/8 Final	Men's FR 66 kg 1/8 Final	Lutte libre, 66 kg - hommes, 8e de finale	Libre, 66 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	266	4	02	Y	0	Men's Freestyle 66 kg 1/8 Final	Men's FR 66 kg 1/8 Final	Lutte libre, 66 kg - hommes, 8e de finale	Libre, 66 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	266	4	03	Y	0	Men's Freestyle 66 kg 1/8 Final	Men's FR 66 kg 1/8 Final	Lutte libre, 66 kg - hommes, 8e de finale	Libre, 66 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	266	4	04	Y	0	Men's Freestyle 66 kg 1/8 Final	Men's FR 66 kg 1/8 Final	Lutte libre, 66 kg - hommes, 8e de finale	Libre, 66 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	266	4	05	Y	0	Men's Freestyle 66 kg 1/8 Final	Men's FR 66 kg 1/8 Final	Lutte libre, 66 kg - hommes, 8e de finale	Libre, 66 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	266	4	06	Y	0	Men's Freestyle 66 kg 1/8 Final	Men's FR 66 kg 1/8 Final	Lutte libre, 66 kg - hommes, 8e de finale	Libre, 66 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	266	4	07	Y	0	Men's Freestyle 66 kg 1/8 Final	Men's FR 66 kg 1/8 Final	Lutte libre, 66 kg - hommes, 8e de finale	Libre, 66 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	266	4	08	Y	0	Men's Freestyle 66 kg 1/8 Final	Men's FR 66 kg 1/8 Final	Lutte libre, 66 kg - hommes, 8e de finale	Libre, 66 kg - hommes, 1/8 finale	HATH	N	Y					
WR	M	266	4	50	N	0	Men's Freestyle 66 kg - Repechage Round 1	Men's FR 66 kg Repechage Rnd 1	Lutte libre, 66 kg - hommes, 1er tour repêchage	Libre, 66 kg - hommes, 1e repêchage	NONE	N	N					
WR	M	266	4	51	Y	0	Men's Freestyle 66 kg - Repechage Round 1	Men's FR 66 kg Repechage Rnd 1	Lutte libre, 66 kg - hommes, 1er tour repêchage	Libre, 66 kg - hommes, 1e repêchage	HATH	N	Y					
WR	M	266	4	52	Y	0	Men's Freestyle 66 kg - Repechage Round 1	Men's FR 66 kg Repechage Rnd 1	Lutte libre, 66 kg - hommes, 1er tour de repêchage	Libre, 66 kg - hommes, 1er repêchage	HATH	N	Y					
WR	M	266	5	00	N	0	Men's Freestyle 66 kg Qualifications	Men's FR 66 kg Qualifications	Lutte libre, 66 kg - hommes, qualifications	Libre, 66 kg - hommes, qualifications	NONE	N	N					
WR	M	266	5	01	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	02	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	03	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	04	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	05	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	06	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	07	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	08	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	09	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	10	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	11	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	12	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	13	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	14	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	15	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	5	16	Y	0	Men's Freestyle 66 kg Qualification	Men's FR 66 kg Qualification	Lutte libre, 66 kg - hommes, qualification	Libre, 66 kg - hommes, qualification	HATH	N	Y					
WR	M	266	M	00	Y	0	Men's Freestyle 66 kg Victory Ceremony	Men's FR 66 kg Victory Ceremony	Lutte libre, 66 kg - hommes, remise des médailles	Libre, 66 kg - hommes, remise médailles	NONE	N	Y					
WR	M	274	0	00	N	0	Men's Freestyle 74 kg	Men's FR 74 kg	Lutte libre, 74 kg - hommes	Lutte libre, 74 kg - hommes	NONE	N	N					
WR	M	274	1	00	N	0	Men's Freestyle 74 kg Finals	Men's FR 74 kg Finals	Lutte libre, 74 kg - hommes, finales	Libre, 74 kg - hommes, finales	NONE	N	N					
WR	M	274	1	01	Y	1	Men's Freestyle 74 kg Gold Medal	Men's FR 74 kg Gold Medal	Lutte libre, 74 kg - hommes, combat pour la médaille d'or	Libre, 74 kg - hommes, médaille d'or	HATH	N	Y					
WR	M	274	2	00	N	0	Men's Freestyle 74 kg Semifinals/Bronze Medal Finals	Men's FR 74 kg Semifinals/Bronze Finals	Lutte libre, 74 kg - hommes, demi-finales / finales pour la médaille de bronze	Libre, 74 kg - h, 1/2 finales/bronze	NONE	N	N					
WR	M	274	2	01	Y	0	Men's Freestyle 74 kg Semifinal	Men's FR 74 kg Semifinal	Lutte libre, 74 kg - hommes, demi-finale	Libre, 74 kg - hommes, 1/2 finale	HATH	N	Y					
