Discipline	Gender	Event	phase	Eventunit	schedule	medalflag	ENG longdescription	ENG Description	FRA longdescription	FRA Description	Eventunittype	cisSchedule	infoSchedule	scheduleFilter11	scheduleFilter12	scheduleFilter21	scheduleFilter22	groupCriteria
AR	M	070	4	08	Y	0	Men's Individual 1/8 Eliminations - Match 152	Men's Ind. 1/8 Eliminations - Match 152	Épreuve individuelle - hommes, éliminatoires (8e de finale)	Individuelle - hom., élim. (1/8)	HATH	N	Y					
AR	M	070	5	00	N	0	Men's Individual 1/16 Eliminations	Men's Individual 1/16 Eliminations	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	NONE	N	N					
AR	M	070	5	01	Y	0	Men's Individual 1/16 Eliminations - Match 49	Men's Ind. 1/16 Eliminations - Match 49	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	02	Y	0	Men's Individual 1/16 Eliminations - Match 43	Men's Ind. 1/16 Eliminations - Match 43	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	03	Y	0	Men's Individual 1/16 Eliminations - Match 37	Men's Ind. 1/16 Eliminations - Match 37	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	04	Y	0	Men's Individual 1/16 Eliminations - Match 55	Men's Ind. 1/16 Eliminations - Match 55	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	05	Y	0	Men's Individual 1/16 Eliminations - Match 79	Men's Ind. 1/16 Eliminations - Match 79	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	06	Y	0	Men's Individual 1/16 Eliminations - Match 67	Men's Ind. 1/16 Eliminations - Match 67	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	07	Y	0	Men's Individual 1/16 Eliminations - Match 73	Men's Ind. 1/16 Eliminations - Match 73	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	08	Y	0	Men's Individual 1/16 Eliminations - Match 61	Men's Ind. 1/16 Eliminations - Match 61	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	09	Y	0	Men's Individual 1/16 Eliminations - Match 109	Men's Ind. 1/16 Eliminations - Match 109	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	10	Y	0	Men's Individual 1/16 Eliminations - Match 85	Men's Ind. 1/16 Eliminations - Match 85	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	11	Y	0	Men's Individual 1/16 Eliminations - Match 97	Men's Ind. 1/16 Eliminations - Match 97	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	12	Y	0	Men's Individual 1/16 Eliminations - Match 127	Men's Ind. 1/16 Eliminations - Match 127	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	13	Y	0	Men's Individual 1/16 Eliminations - Match 103	Men's Ind. 1/16 Eliminations - Match 103	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	14	Y	0	Men's Individual 1/16 Eliminations - Match 115	Men's Ind. 1/16 Eliminations - Match 115	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	15	Y	0	Men's Individual 1/16 Eliminations - Match 121	Men's Ind. 1/16 Eliminations - Match 121	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	5	16	Y	0	Men's Individual 1/16 Eliminations - Match 91	Men's Ind. 1/16 Eliminations - Match 91	Épreuve individuelle - hommes, éliminatoires (16e de finale)	Individuelle - hom., élim. (1/16)	HATH	N	Y					
AR	M	070	6	00	N	0	Men's Individual 1/32 Eliminations	Men's Individual 1/32 Eliminations	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	NONE	N	N					
AR	M	070	6	01	Y	0	Men's Individual 1/32 Eliminations - Match 45	Men's Ind. 1/32 Eliminations - Match 45	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	02	Y	0	Men's Individual 1/32 Eliminations - Match 46	Men's Ind. 1/32 Eliminations - Match 46	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	03	Y	0	Men's Individual 1/32 Eliminations - Match 39	Men's Ind. 1/32 Eliminations - Match 39	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	04	Y	0	Men's Individual 1/32 Eliminations - Match 40	Men's Ind. 1/32 Eliminations - Match 40	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	05	Y	0	Men's Individual 1/32 Eliminations - Match 33	Men's Ind. 1/32 Eliminations - Match 33	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	06	Y	0	Men's Individual 1/32 Eliminations - Match 34	Men's Ind. 1/32 Eliminations - Match 34	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	07	Y	0	Men's Individual 1/32 Eliminations - Match 51	Men's Ind. 1/32 Eliminations - Match 51	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	08	Y	0	Men's Individual 1/32 Eliminations - Match 52	Men's Ind. 1/32 Eliminations - Match 52	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	09	Y	0	Men's Individual 1/32 Eliminations - Match 75	Men's Ind. 1/32 Eliminations - Match 75	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	10	Y	0	Men's Individual 1/32 Eliminations - Match 76	Men's Ind. 1/32 Eliminations - Match 76	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	11	Y	0	Men's Individual 1/32 Eliminations - Match 63	Men's Ind. 1/32 Eliminations - Match 63	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	12	Y	0	Men's Individual 1/32 Eliminations - Match 64	Men's Ind. 1/32 Eliminations - Match 64	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	13	Y	0	Men's Individual 1/32 Eliminations - Match 69	Men's Ind. 1/32 Eliminations - Match 69	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	14	Y	0	Men's Individual 1/32 Eliminations - Match 70	Men's Ind. 1/32 Eliminations - Match 70	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	15	Y	0	Men's Individual 1/32 Eliminations - Match 57	Men's Ind. 1/32 Eliminations - Match 57	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	16	Y	0	Men's Individual 1/32 Eliminations - Match 58	Men's Ind. 1/32 Eliminations - Match 58	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	17	Y	0	Men's Individual 1/32 Eliminations - Match 105	Men's Ind. 1/32 Eliminations - Match 105	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	18	Y	0	Men's Individual 1/32 Eliminations - Match 106	Men's Ind. 1/32 Eliminations - Match 106	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	19	Y	0	Men's Individual 1/32 Eliminations - Match 81	Men's Ind. 1/32 Eliminations - Match 81	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	20	Y	0	Men's Individual 1/32 Eliminations - Match 82	Men's Ind. 1/32 Eliminations - Match 82	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	21	Y	0	Men's Individual 1/32 Eliminations - Match 93	Men's Ind. 1/32 Eliminations - Match 93	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	22	Y	0	Men's Individual 1/32 Eliminations - Match 94	Men's Ind. 1/32 Eliminations - Match 94	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	23	Y	0	Men's Individual 1/32 Eliminations - Match 123	Men's Ind. 1/32 Eliminations - Match 123	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	24	Y	0	Men's Individual 1/32 Eliminations - Match 124	Men's Ind. 1/32 Eliminations - Match 124	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	25	Y	0	Men's Individual 1/32 Eliminations - Match 99	Men's Ind. 1/32 Eliminations - Match 99	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	26	Y	0	Men's Individual 1/32 Eliminations - Match 100	Men's Ind. 1/32 Eliminations - Match 100	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	27	Y	0	Men's Individual 1/32 Eliminations - Match 111	Men's Ind. 1/32 Eliminations - Match 111	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	28	Y	0	Men's Individual 1/32 Eliminations - Match 112	Men's Ind. 1/32 Eliminations - Match 112	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	29	Y	0	Men's Individual 1/32 Eliminations - Match 117	Men's Ind. 1/32 Eliminations - Match 117	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	30	Y	0	Men's Individual 1/32 Eliminations - Match 118	Men's Ind. 1/32 Eliminations - Match 118	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	31	Y	0	Men's Individual 1/32 Eliminations - Match 87	Men's Ind. 1/32 Eliminations - Match 87	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	6	32	Y	0	Men's Individual 1/32 Eliminations - Match 88	Men's Ind. 1/32 Eliminations - Match 88	Épreuve individuelle - hommes, éliminatoires (32e de finale)	Individuelle - hom., élim. (1/32)	HATH	N	Y					
AR	M	070	9	00	N	0	Men's Individual Ranking Round	Men's Individual Ranking Round	Épreuve individuelle - hommes, tour de classement	Individuelle - hom., classement	NONE	N	N					
AR	M	070	9	01	Y	0	Men's Individual Ranking Round	Men's Individual Ranking Round	Épreuve individuelle - hommes, tour de classement	Individuelle - hom., classement	ATH	N	Y					
AR	M	070	M	00	Y	0	Men's Individual Victory Ceremony	Men's Individual Victory Ceremony	Épreuve individuelle - hommes, cérémonie de remise des médailles	Individuelle - hom., remise médailles	NONE	N	Y					
AR	M	470	0	00	N	0	Men's Team	Men's Team	Épreuve par équipes - hommes	Épreuve par équipes - hommes	NONE	N	N					
AR	M	470	1	00	N	0	Men's Team Final Round	Men's Team Final Round	Épreuve par équipes - hommes, finales	Équipes - hommes, finales	NONE	N	N					
AR	M	470	1	01	Y	1	Men's Team Gold Medal Match	Men's Team Gold Medal Match	Épreuve par équipes - hommes, match pour la médaille d'or	Équipes - hommes, match or	HNOC	N	Y					
AR	M	470	1	02	Y	2	Men's Team Bronze Medal Match	Men's Team Bronze Medal Match	Épreuve par équipes - hommes, match pour la médaille de bronze	Équipes - hommes, match bronze	HNOC	N	Y					
AR	M	470	2	00	N	0	Men's Team Semifinals	Men's Team Semifinals	Épreuve par équipes - hommes, demi-finales	Équipes - hommes, demi-finales	NONE	N	N					
AR	M	470	2	01	Y	0	Men's Team Semifinal - Match 13	Men's Team Semifinal - Match 13	Épreuve par équipes - hommes, demi-finale	Équipes - hommes, demi-finale	HNOC	N	Y					
AR	M	470	2	02	Y	0	Men's Team Semifinal - Match 14	Men's Team Semifinal - Match 14	Épreuve par équipes - hommes, demi-finale	Équipes - hommes, demi-finale	HNOC	N	Y					
AR	M	470	3	00	N	0	Men's Team Quarterfinals	Men's Team Quarterfinals	Épreuve par équipes - hommes, quarts de finale	Équipes - hommes, quarts de finale	NONE	N	N					
AR	M	470	3	01	Y	0	Men's Team Quarterfinals - Match 9	Men's Team Quarterfinals - Match 9	Épreuve par équipes - hommes, quarts de finale	Équipes - hommes, quarts de finale	HNOC	N	Y					
AR	M	470	3	02	Y	0	Men's Team Quarterfinals - Match 10	Men's Team Quarterfinals - Match 10	Épreuve par équipes - hommes, quarts de finale	Équipes - hommes, quarts de finale	HNOC	N	Y					
AR	M	470	3	03	Y	0	Men's Team Quarterfinals - Match 11	Men's Team Quarterfinals - Match 11	Épreuve par équipes - hommes, quarts de finale	Équipes - hommes, quarts de finale	HNOC	N	Y					
AR	M	470	3	04	Y	0	Men's Team Quarterfinals - Match 12	Men's Team Quarterfinals - Match 12	Épreuve par équipes - hommes, quarts de finale	Équipes - hommes, quarts de finale	HNOC	N	Y					
AR	M	470	4	00	N	0	Men's Team 1/8 Eliminations	Men's Team 1/8 Eliminations	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	NONE	N	N					
AR	M	470	4	01	Y	0	Men's Team 1/8 Eliminations - Match 1	Men's Team 1/8 Eliminations - Match 1	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	HNOC	N	Y					
AR	M	470	4	02	Y	0	Men's Team 1/8 Eliminations - Match 2	Men's Team 1/8 Eliminations - Match 2	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	HNOC	N	Y					
AR	M	470	4	03	Y	0	Men's Team 1/8 Eliminations - Match 3	Men's Team 1/8 Eliminations - Match 3	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	HNOC	N	Y					
AR	M	470	4	04	Y	0	Men's Team 1/8 Eliminations - Match 4	Men's Team 1/8 Eliminations - Match 4	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	HNOC	N	Y					
AR	M	470	4	05	Y	0	Men's Team 1/8 Eliminations - Match 5	Men's Team 1/8 Eliminations - Match 5	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	HNOC	N	Y					
AR	M	470	4	06	Y	0	Men's Team 1/8 Eliminations - Match 6	Men's Team 1/8 Eliminations - Match 6	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	HNOC	N	Y					
AR	M	470	4	07	Y	0	Men's Team 1/8 Eliminations - Match 7	Men's Team 1/8 Eliminations - Match 7	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	HNOC	N	Y					
AR	M	470	4	08	Y	0	Men's Team 1/8 Eliminations - Match 8	Men's Team 1/8 Eliminations - Match 8	Épreuve par équipes - hommes, éliminatoires (8e de finale)	Équipes - hom., éliminatoires (1/8)	HNOC	N	Y					
AR	M	470	9	00	N	0	Men's Team Ranking Round	Men's Team Ranking Round	Épreuve par équipes - hommes, tour de classement	Équipes - hommes, classement	NONE	N	N					
AR	M	470	9	01	Y	0	Men's Team Ranking Round	Men's Team Ranking Round	Épreuve par équipes - hommes, tour de classement	Équipes - hommes, classement	ATH	N	Y					
AR	M	470	M	00	Y	0	Men's Team Victory Ceremony	Men's Team Victory Ceremony	Épreuve par équipes - hommes, cérémonie de remise des médailles	Équipes - hommes, remise médailles	NONE	N	Y					
AR	W	000	0	00	N	0	Archery Women	Archery Women	Tir à l'arc - femmes	Tir à l'arc - femmes	NONE	N	N					
AR	W	070	0	00	N	0	Women's Individual	Women's Individual	Épreuve individuelle - femmes	Épreuve individuelle - femmes	NONE	N	N					
AR	W	070	1	00	N	0	Women's Individual Final Round	Women's Individual Final Round	Épreuve individuelle - femmes, phase finale	Individuelle - fem., phase finale	NONE	N	N					
AR	W	070	1	01	Y	1	Women's Individual Gold Medal Match	Women's Individual Gold Medal Match	Épreuve individuelle - femmes, match pour la médaille d'or	Individuelle - fem., match or	HATH	N	Y					
AR	W	070	1	02	Y	2	Women's Individual Bronze Medal Match	Women's Individual Bronze Medal Match	Épreuve individuelle - femmes, match pour la médaille de bronze	Individuelle - fem., match bronze	HATH	N	Y					
AR	W	070	2	00	N	0	Women's Individual Semifinals	Women's Individual Semifinals	Épreuve individuelle - femmes, demi-finales	Individuelle - fem., demi-finales	NONE	N	N					
AR	W	070	2	01	Y	0	Women's Individual Semifinal - Match 141	Women's Individual Semifinal - Match 141	Épreuve individuelle - femmes, demi-finale	Individuelle - fem., demi-finale	HATH	N	Y					
AR	W	070	2	02	Y	0	Women's Individual Semifinal - Match 142	Women's Individual Semifinal - Match 142	Épreuve individuelle - femmes, demi-finale	Individuelle - fem., demi-finale	HATH	N	Y					
AR	W	070	3	00	N	0	Women's Individual Quarterfinals	Women's Individual Quarterfinals	Épreuve individuelle - femmes, quarts de finale	Individuelle - fem., quarts de finale	NONE	N	N					
AR	W	070	3	01	Y	0	Women's Individual Quarterfinal - Match 138	Women's Ind. Quarterfinal - Match 138	Épreuve individuelle - femmes, quart de finale	Individuelle - fem., quart de finale	HATH	N	Y					
AR	W	070	3	02	Y	0	Women's Individual Quarterfinal - Match 137	Women's Ind. Quarterfinal - Match 137	Épreuve individuelle - femmes, quart de finale	Individuelle - fem., quart de finale	HATH	N	Y					
AR	W	070	3	03	Y	0	Women's Individual Quarterfinal - Match 139	Women's Ind. Quarterfinal - Match 139	Épreuve individuelle - femmes, quart de finale	Individuelle - fem., quart de finale	HATH	N	Y					
AR	W	070	3	04	Y	0	Women's Individual Quarterfinal - Match 140	Women's Ind. Quarterfinal - Match 140	Épreuve individuelle - femmes, quart de finale	Individuelle - fem., quart de finale	HATH	N	Y					
AR	W	070	4	00	N	0	Women's Individual 1/8 Eliminations	Women's Individual 1/8 Eliminations	Épreuve individuelle - femmes, éliminatoires (8e de finale)	Individuelle - fem., élim. (1/8)	NONE	N	N					
AR	W	070	4	01	Y	0	Women's Individual 1/8 Eliminations - Match 132	Women's Ind. 1/8 Eliminations- Match 132	Épreuve individuelle - femmes, éliminatoires (8e de finale)	Individuelle - fem., élim. (1/8)	HATH	N	Y					
AR	W	070	4	02	Y	0	Women's Individual 1/8 Eliminations - Match 131	Women's Ind. 1/8 Eliminations- Match 131	Épreuve individuelle - femmes, éliminatoires (8e de finale)	Individuelle - fem., élim. (1/8)	HATH	N	Y					
