Discipline	Gender	Event	phase	type	ENG longdescription	ENG Description	FRA longdescription	FRA Description
SW	M	412	M	6	Men's 4 x 200m Freestyle Relay Victory Ceremony	Men's 4 x 200m Free Relay Victory Cer...	Relais 4x200 m nage libre - hommes, cérémonie de remise des médailles	Relais 4x200 m libre - hom., remise méd.
SW	M	451	0	8	Men's 4 x 100m Medley Relay	Men's 4 x 100m Medley Relay	Relais 4x100 m quatre nages - hommes	Relais 4x100 m quatre nages - hommes
SW	M	451	1	3	Men's 4 x 100m Medley Relay Final	Men's 4 x 100m Medley Relay Final	Relais 4x100 m quatre nages - hommes, finale	Relais 4x100 m 4 nages - hom., finale
SW	M	451	9	3	Men's 4 x 100m Medley Relay - Heats	Men's 4 x 100m Medley Relay - Heats	Relais 4x100 m quatre nages - hommes, séries	Relais 4x100 m 4 nages - hom., séries
SW	M	451	M	6	Men's 4 x 100m Medley Relay Victory Ceremony	Men's 4x100m Medley Relay Victory Cer...	Relais 4x100 m quatre nages - hommes, cérémonie de remise des médailles	Relais 4x100 m 4 nages hom., remise méd.
SW	W	000	0	8	Women	Women	Femmes	Femmes
SW	W	010	0	8	Women's 50m Freestyle	Women's 50m Freestyle	50 m nage libre - femmes	50 m nage libre - femmes
SW	W	010	1	3	Women's 50m Freestyle Final	Women's 50m Freestyle Final	50 m nage libre - femmes, finale	50 m nage libre - femmes, finale
SW	W	010	2	3	Women's 50m Freestyle Semifinals	Women's 50m Freestyle Semifinals	50 m nage libre - femmes, demi-finales	50 m nage libre - femmes, 1/2 finales
SW	W	010	9	3	Women's 50m Freestyle - Heats	Women's 50m Freestyle - Heats	50 m nage libre - femmes, séries	50 m nage libre - femmes, séries
SW	W	010	M	6	Women's 50m Freestyle Victory Ceremony	Women's 50m Freestyle Victory Ceremony	50 m nage libre - femmes, cérémonie de remise des médailles	50 m nage libre - femmes, remise méd.
SW	W	011	0	8	Women's 100m Freestyle	Women's 100m Freestyle	100 m nage libre - femmes	100 m nage libre - femmes
SW	W	011	1	3	Women's 100m Freestyle Final	Women's 100m Freestyle Final	100 m nage libre - femmes, finale	100 m nage libre - femmes, finale
SW	W	011	2	3	Women's 100m Freestyle Semifinals	Women's 100m Freestyle Semifinals	100 m nage libre - femmes, demi-finales	100 m nage libre - femmes, 1/2 finales
SW	W	011	9	3	Women's 100m Freestyle - Heats	Women's 100m Freestyle - Heats	100 m nage libre - femmes, séries	100 m nage libre - femmes, séries
SW	W	011	M	6	Women's 100m Freestyle Victory Ceremony	Women's 100m Freestyle Victory Ceremony	100 m nage libre - femmes, cérémonie de remise des médailles	100 m nage libre - femmes, remise méd.
SW	W	012	0	8	Women's 200m Freestyle	Women's 200m Freestyle	200 m nage libre - femmes	200 m nage libre - femmes
SW	W	012	1	3	Women's 200m Freestyle Final	Women's 200m Freestyle Final	200 m nage libre - femmes, finale	200 m nage libre - femmes, finale
SW	W	012	2	3	Women's 200m Freestyle Semifinals	Women's 200m Freestyle Semifinals	200 m nage libre - femmes, demi-finales	200 m nage libre - femmes, 1/2 finales
SW	W	012	9	3	Women's 200m Freestyle - Heats	Women's 200m Freestyle - Heats	200 m nage libre - femmes, séries	200 m nage libre - femmes, séries
SW	W	012	M	6	Women's 200m Freestyle Victory Ceremony	Women's 200m Freestyle Victory Ceremony	200 m nage libre - femmes, cérémonie de remise des médailles	200 m nage libre - femmes, remise méd.
SW	W	014	0	8	Women's 400m Freestyle	Women's 400m Freestyle	400 m nage libre - femmes	400 m nage libre - femmes
SW	W	014	1	3	Women's 400m Freestyle Final	Women's 400m Freestyle Final	400 m nage libre - femmes, finale	400 m nage libre - femmes, finale
SW	W	014	9	3	Women's 400m Freestyle - Heats	Women's 400m Freestyle - Heats	400 m nage libre - femmes, séries	400 m nage libre - femmes, séries
SW	W	014	M	6	Women's 400m Freestyle Victory Ceremony	Women's 400m Freestyle Victory Ceremony	400 m nage libre - femmes, cérémonie de remise des médailles	400 m nage libre - femmes, remise méd.
SW	W	018	0	8	Women's 800m Freestyle	Women's 800m Freestyle	800 m nage libre - femmes	800 m nage libre - femmes
SW	W	018	1	3	Women's 800m Freestyle Final	Women's 800m Freestyle Final	800 m nage libre - femmes, finale	800 m nage libre - femmes, finale
SW	W	018	2	3	Women's 800m Freestyle Semifinals	Women's 800m Freestyle Semifinals	800 m nage libre - femmes, demi-finales	800 m nage libre - femmes, 1/2 finales
SW	W	018	9	3	Women's 800m Freestyle - Heats	Women's 800m Freestyle - Heats	800 m nage libre - femmes, séries	800 m nage libre - femmes, séries
SW	W	018	M	6	Women's 800m Freestyle Victory Ceremony	Women's 800m Freestyle Victory Ceremony	800 m nage libre - femmes, cérémonie de remise des médailles	800 m nage libre - femmes, remise méd.
SW	W	021	0	8	Women's 100m Butterfly	Women's 100m Butterfly	100 m papillon - femmes	100 m papillon - femmes
SW	W	021	1	3	Women's 100m Butterfly Final	Women's 100m Butterfly Final	100 m papillon - femmes, finale	100 m papillon - femmes, finale
SW	W	021	2	3	Women's 100m Butterfly Semifinals	Women's 100m Butterfly Semifinals	100 m papillon - femmes, demi-finales	100 m papillon - femmes, 1/2 finales
SW	W	021	9	3	Women's 100m Butterfly - Heats	Women's 100m Butterfly - Heats	100 m papillon - femmes, séries	100 m papillon - femmes, séries
SW	W	021	M	6	Women's 100m Butterfly Victory Ceremony	Women's 100m Butterfly Victory Ceremony	100 m papillon - femmes, cérémonie de remise des médailles	100 m papillon - femmes, remise méd.
SW	W	022	0	8	Women's 200m Butterfly	Women's 200m Butterfly	200 m papillon - femmes	200 m papillon - femmes
SW	W	022	1	3	Women's 200m Butterfly Final	Women's 200m Butterfly Final	200 m papillon - femmes, finale	200 m papillon - femmes, finale
SW	W	022	2	3	Women's 200m Butterfly Semifinals	Women's 200m Butterfly Semifinals	200 m papillon - femmes, demi-finales	200 m papillon - femmes, 1/2 finales
SW	W	022	9	3	Women's 200m Butterfly - Heats	Women's 200m Butterfly - Heats	200 m papillon - femmes, séries	200 m papillon - femmes, séries
SW	W	022	M	6	Women's 200m Butterfly Victory Ceremony	Women's 200m Butterfly Victory Ceremony	200 m papillon - femmes, cérémonie de remise des médailles	200 m papillon - femmes, remise méd.
SW	W	031	0	8	Women's 100m Breaststroke	Women's 100m Breaststroke	100 m brasse - femmes	100 m brasse - femmes
SW	W	031	1	3	Women's 100m Breaststroke Final	Women's 100m Breaststroke Final	100 m brasse - femmes, finale	100 m brasse - femmes, finale
SW	W	031	2	3	Women's 100m Breaststroke Semifinals	Women's 100m Breaststroke Semifinals	100 m brasse - femmes, demi-finales	100 m brasse - femmes, 1/2 finales
SW	W	031	9	3	Women's 100m Breaststroke - Heats	Women's 100m Breaststroke - Heats	100 m brasse - femmes, séries	100 m brasse - femmes, séries
SW	W	031	M	6	Women's 100m Breaststroke Victory Ceremony	Women's 100m Breaststroke Victory Cer...	100 m brasse - femmes, cérémonie de remise des médailles	100 m brasse - femmes, remise méd.
SW	W	032	0	8	Women's 200m Breaststroke	Women's 200m Breaststroke	200 m brasse - femmes	200 m brasse - femmes
SW	W	032	1	3	Women's 200m Breaststroke Final	Women's 200m Breaststroke Final	200 m brasse - femmes, finale	200 m brasse - femmes, finale
SW	W	032	2	3	Women's 200m Breaststroke Semifinals	Women's 200m Breaststroke Semifinals	200 m brasse - femmes, demi-finales	200 m brasse - femmes, 1/2 finales
SW	W	032	9	3	Women's 200m Breaststroke - Heats	Women's 200m Breaststroke - Heats	200 m brasse - femmes, séries	200 m brasse - femmes, séries
SW	W	032	M	6	Women's 200m Breaststroke Victory Ceremony	Women's 200m Breaststroke Victory Cer...	200 m brasse - femmes, cérémonie de remise des médailles	200 m brasse - femmes, remise méd.
SW	W	041	0	8	Women's 100m Backstroke	Women's 100m Backstroke	100 m dos - femmes	100 m dos - femmes
SW	W	041	1	3	Women's 100m Backstroke Final	Women's 100m Backstroke Final	100 m dos - femmes, finale	100 m dos - femmes, finale
SW	W	041	2	3	Women's 100m Backstroke Semifinals	Women's 100m Backstroke Semifinals	100 m dos - femmes, demi-finales	100 m dos - femmes, 1/2 finales
SW	W	041	9	3	Women's 100m Backstroke - Heats	Women's 100m Backstroke - Heats	100 m dos - femmes, séries	100 m dos - femmes, séries
SW	W	041	M	6	Women's 100m Backstroke Victory Ceremony	Women's 100m Backstroke Victory Ceremony	100 m dos - femmes, cérémonie de remise des médailles	100 m dos - femmes, remise méd.
SW	W	042	0	8	Women's 200m Backstroke	Women's 200m Backstroke	200 m dos - femmes	200 m dos - femmes
SW	W	042	1	3	Women's 200m Backstroke Final	Women's 200m Backstroke Final	200 m dos - femmes, finale	200 m dos - femmes, finale
SW	W	042	2	3	Women's 200m Backstroke Semifinals	Women's 200m Backstroke Semifinals	200 m dos - femmes, demi-finales	200 m dos - femmes, 1/2 finales
SW	W	042	9	3	Women's 200m Backstroke - Heats	Women's 200m Backstroke - Heats	200 m dos - femmes, séries	200 m dos - femmes, séries
SW	W	042	M	6	Women's 200m Backstroke Victory Ceremony	Women's 200m Backstroke Victory Ceremony	200 m dos - femmes, cérémonie de remise des médailles	200 m dos - femmes, remise méd.
SW	W	052	0	8	Women's 200m Individual Medley	Women's 200m Individual Medley	200 m quatre nages individuel - femmes	200 m quatre nages individuel - femmes
SW	W	052	1	3	Women's 200m Individual Medley Final	Women's 200m Individual Medley Final	200 m quatre nages individuel - femmes, finale	200 m 4 nages ind. - fem., finale
SW	W	052	2	3	Women's 200m Individual Medley Semifinals	Women's 200m Ind. Medley Semifinals	200 m quatre nages individuel - femmes, demi-finales	200 m 4 nages ind. - fem., 1/2 finales
SW	W	052	9	3	Women's 200m Individual Medley - Heats	Women's 200m Individual Medley - Heats	200 m quatre nages individuel - femmes, séries	200 m 4 nages ind. - fem., séries
SW	W	052	M	6	Women's 200m Individual Medley Victory Ceremony	Women's 200m Ind. Medley Victory Cere...	200 m quatre nages individuel - femmes, cérémonie de remise des médailles	200 m 4 nages ind. - femmes, remise méd.
SW	W	054	0	8	Women's 400m Individual Medley	Women's 400m Individual Medley	400 m quatre nages individuel - femmes	400 m 4 nages ind. - femmes
SW	W	054	1	3	Women's 400m Individual Medley Final	Women's 400m Individual Medley Final	400 m quatre nages individuel - femmes, finale	400 m 4 nages ind. - fem., finale
SW	W	054	9	3	Women's 400m Individual Medley - Heats	Women's 400m Individual Medley - Heats	400 m quatre nages individuel - femmes, séries	400 m 4 nages ind. - fem., séries
SW	W	054	M	6	Women's 400m Individual Medley Victory Ceremony	Women's 400m Ind. Medley Victory Cere...	400 m quatre nages individuel - femmes, cérémonie de remise des médailles	400 m 4 nages ind. - femmes, remise méd.
SW	W	119	0	8	Women's 10km Marathon	Women's 10km Marathon	Marathon 10 km - femmes	Marathon 10 km - femmes
SW	W	119	1	3	Women's 10km Marathon	Women's 10km Marathon	Marathon 10 km - femmes	Marathon 10 km - femmes
SW	W	119	M	6	Women's 10km Marathon Victory Ceremony	Women's 10km Marathon Victory Ceremony	Marathon 10 km - femmes, cérémonie de remise des médailles	Marathon 10 km - femmes, remise méd.
SW	W	119	Q	4	Marathon swimming technical meeting	Marathon swimming technical meeting	Marathon de natation - réunion technique	Marathon de natation - réunion technique
SW	W	411	0	8	Women's 4 x 100m Freestyle Relay	Women's 4 x 100m Freestyle Relay	Relais 4x100 m nage libre - femmes	Relais 4x100 m nage libre - femmes
SW	W	411	1	3	Women's 4 x 100m Freestyle Relay Final	Women's 4 x 100m Freestyle Relay Final	Relais 4x100 m nage libre - femmes, finale	Relais 4x100 m nage libre - fem., finale
SW	W	411	9	3	Women's 4 x 100m Freestyle Relay - Heats	Women's 4 x 100m Freestyle Relay - Heats	Relais 4x100 m nage libre - femmes, séries	Relais 4x100 m nage libre - fem., séries
SW	W	411	M	6	Women's 4 x 100m Freestyle Relay Victory Ceremony	Women's 4x100m Free Relay Victory Cer...	Relais 4x100 m nage libre - femmes, cérémonie de remise des médailles	Relais 4x100 m libre - fem., remise méd.
SW	W	412	0	8	Women's 4 x 200m Freestyle Relay	Women's 4 x 200m Freestyle Relay	Relais 4x200 m nage libre - femmes	Relais 4x200 m nage libre - femmes
SW	W	412	1	3	Women's 4 x 200m Freestyle Relay Final	Women's 4 x 200m Freestyle Relay Final	Relais 4x200 m nage libre - femmes, finale	Relais 4x200 m nage libre - fem., finale
SW	W	412	9	3	Women's 4 x 200m Freestyle Relay - Heats	Women's 4 x 200m Freestyle Relay - Heats	Relais 4x200 m nage libre - femmes, séries	Relais 4x200 m nage libre - fem., séries
SW	W	412	M	6	Women's 4 x 200m Freestyle Relay Victory Ceremony	Women's 4x200m Free Relay Victory Cer...	Relais 4x200 m nage libre - femmes, cérémonie de remise des médailles	Relais 4x200 m libre - fem., remise méd.
SW	W	451	0	8	Women's 4 x 100m Medley Relay	Women's 4 x 100m Medley Relay	Relais 4x100 m quatre nages - femmes	Relais 4x100 m 4 nages - femmes
SW	W	451	1	3	Women's 4 x 100m Medley Relay Final	Women's 4 x 100m Medley Relay Final	Relais 4x100 m quatre nages - femmes, finale	Relais 4x100 m 4 nages - fem., finale
SW	W	451	9	3	Women's 4 x 100m Medley Relay - Heats	Women's 4 x 100m Medley Relay - Heats	Relais 4x100 m quatre nages - femmes, séries	Relais 4x100 m 4 nages - fem., séries
SW	W	451	M	6	Women's 4 x 100m Medley Relay Victory Ceremony	Women's 4x100m Med. Relay Victory Cer...	Relais 4x100 m quatre nages - femmes, cérémonie de remise des médailles	Relais 4x100 m 4 nages fem., remise méd.
SY	0	000	0	8	Synchronised Swimming	Synchronised Swimming	Natation synchronisée	Natation synchronisée
SY	0	000	N	7	Synchronized Swimming Draw	Synchronized Swimming Draw	Natation synchronisée, tirage au sort	Natation synchronisée, tirage au sort
SY	0	AQC	0	8	Aquatics Centre	Aquatics Centre	Centre aquatique	Centre aquatique
SY	W	201	0	8	Duets	Duets	Duos	Duos
SY	W	201	1	3	Duets Final	Duets Final	Duos, finale	Duos, finale
SY	W	201	9	3	Duets Preliminary	Duets Preliminary	Duos, éliminatoires	Duos, éliminatoires
SY	W	201	M	6	Duets Victory Ceremony	Duets Victory Ceremony	Duos, cérémonie de remise des médailles	Duos, remise des médailles
SY	W	401	0	8	Teams	Teams	Épreuve par équipes	Épreuve par équipes
SY	W	401	1	3	Teams Final	Teams Final	Épreuve par équipes, finale	Épreuve par équipes
SY	W	401	M	6	Teams Victory Ceremony	Teams Victory Ceremony	Épreuve par équipes, cérémonie de remise des médailles	Épreuve par équipes, remise médailles
TE	0	000	0	8	Tennis	Tennis	Tennis	Tennis
TE	0	000	N	7	Tennis Draw	Tennis Draw	Tennis, tirage au sort	Tennis, tirage au sort
TE	0	000	U	3	Tennis Session Schedules	Tennis Session Schedules	Calendriers des sessions de tennis	Calendriers des sessions de tennis
TE	0	000	Y	8	Tennis Daily Schedule	Tennis Daily Schedule	Tennis, calendrier par jour	Tennis, calendrier par jour
TE	0	000	Z	8	Tennis Session	Tennis Session	Tennis, session	Tennis, session
TE	0	WIM	0	8	Wimbledon	Wimbledon	Wimbledon	Wimbledon
TE	M	000	0	8	Men	Men	Hommes	Hommes
TE	M	001	0	8	Men's Singles	Men's Singles	Simple hommes	Simple hommes
TE	M	001	1	3	Men's Singles Finals	Men's Singles Finals	Simple hommes, finales	Simple hommes, finales
TE	M	001	2	3	Men's Singles Semifinals	Men's Singles Semifinals	Simple hommes, demi-finales	Simple hommes, demi-finales
TE	M	001	3	3	Men's Singles Quarterfinals	Men's Singles Quarterfinals	Simple hommes - quarts de finale	Simple hommes - quarts de finale
TE	M	001	4	3	Men's Singles Third Round	Men's Singles Third Round	Simple hommes - 3e tour	Simple hommes - 3e tour
TE	M	001	5	3	Men's Singles Second Round	Men's Singles Second Round	Simple hommes - 2nd tour	Simple hommes - 2nd tour
TE	M	001	6	3	Men's Singles First Round	Men's Singles First Round	Simple hommes - 1er tour	Simple hommes - 1er tour
TE	M	001	M	6	Men's Singles Victory Ceremony	Men's Singles Victory Ceremony	Simple hommes - cérémonie de remise des médailles	Simple hommes - remise des médailles
TE	M	002	0	8	Men's Doubles	Men's Doubles	Double hommes	Double hommes
TE	M	002	1	3	Men's Doubles Finals	Men's Doubles Finals	Double hommes - finales	Double hommes - finales
TE	M	002	2	3	Men's Doubles Semifinals	Men's Doubles Semifinals	Double hommes - demi-finales	Double hommes - demi-finales
TE	M	002	3	3	Men's Doubles Quarterfinals	Men's Doubles Quarterfinals	Double hommes - quarts de finale	Double hommes - quarts de finale
TE	M	002	4	3	Men's Doubles Second Round	Men's Doubles Second Round	Double hommes - 2nd tour	Double hommes - 2nd tour
TE	M	002	5	3	Men's Doubles First Round	Men's Doubles First Round	Double hommes - 1er tour	Double hommes - 1er tour
TE	M	002	M	6	Men's Doubles Victory Ceremony	Men's Doubles Victory Ceremony	Double hommes - cérémonie de remise des médailles	Double hommes - remise des médailles
TE	W	000	0	8	Women	Women	Femmes	Femmes
TE	W	001	0	8	Women's Singles	Women's Singles	Simple femmes	Simple femmes
TE	W	001	1	3	Women's Singles Finals	Women's Singles Finals	Simple femmes - finales	Simple femmes - finales
TE	W	001	2	3	Women's Singles Semifinals	Women's Singles Semifinals	Simple femmes - demi-finales	Simple femmes - demi-finales
TE	W	001	3	3	Women's Singles Quarterfinals	Women's Singles Quarterfinals	Simple femmes - quarts de finale	Simple femmes - quarts de finale
TE	W	001	4	3	Women's Singles Third Round	Women's Singles Third Round	Simple femmes - tour 3	Simple femmes - tour 3
TE	W	001	5	3	Women's Singles Second Round	Women's Singles Second Round	Simple femmes - 2nd tour	Simple femmes - 2nd tour
TE	W	001	6	3	Women's Singles First Round	Women's Singles First Round	Simple femmes - 1er tour	Simple femmes - 1er tour
TE	W	001	M	6	Women's Singles Victory Ceremony	Women's Singles Victory Ceremony	Simple femmes - cérémonie de remise des médailles	Simple femmes - remise des médailles
TE	W	002	0	8	Women's Doubles	Women's Doubles	Double femmes	Double femmes
TE	W	002	1	3	Women's Doubles Finals	Women's Doubles Finals	Double femmes - finales	Double femmes - finales
TE	W	002	2	3	Women's Doubles Semifinals	Women's Doubles Semifinals	Double femmes - demi-finales	Double femmes - demi-finales
TE	W	002	3	3	Women's Doubles Quarterfinals	Women's Doubles Quarterfinals	Double femmes - quarts de finale	Double femmes - quarts de finale
TE	W	002	4	3	Women's Doubles Second Round	Women's Doubles Second Round	Double femmes - 2nd tour	Double femmes - 2nd tour
TE	W	002	5	3	Women's Doubles First Round	Women's Doubles First Round	Double femmes - 1er tour	Double femmes - 1er tour
TE	W	002	M	6	Women's Doubles Victory Ceremony	Women's Doubles Victory Ceremony	Double femmes - cérémonie de remise des médailles	Double femmes - remise des médailles
TE	X	002	0	8	Mixed Doubles	Mixed Doubles	Double mixte	Double mixte
TE	X	002	1	3	Mixed Doubles Finals	Mixed Doubles Finals	Double mixte - finales	Double mixte - finales
TE	X	002	2	3	Mixed Doubles Semifinals	Mixed Doubles Semifinals	Double mixte - demi-finales	Double mixte - demi-finales
TE	X	002	3	3	Mixed Doubles Quarterfinals	Mixed Doubles Quarterfinals	Double mixte - quarts de finale	Double mixte - quarts de finale
TE	X	002	4	3	Mixed Doubles First Round	Mixed Doubles First Round	Double mixte - 2nd tour	Double mixte - 2nd tour
TE	X	002	M	6	Mixed Doubles Victory Ceremony	Mixed Doubles Victory Ceremony	Double mixte - cérémonie de remise des médailles	Double mixte - remise des médailles
TK	0	000	0	8	Taekwondo	Taekwondo	Taekwondo	Taekwondo
TK	0	000	N	7	Taekwondo Draw	Taekwondo Draw	Taekwondo - tirage au sort	Taekwondo - tirage au sort
TK	0	000	Q	4	Head of Team Meetings	Head of Team Meetings	Taekwondo - réunion des chefs d'équipe	Taekwondo - réunion des chefs d'équipe
TK	0	000	Y	8	Taekwondo Daily Schedule	Taekwondo Daily Schedule	Taekwondo - calendrier par jour	Taekwondo - calendrier par jour
TK	0	000	Z	8	Taekwondo - Session	Taekwondo - Session	Taekwondo - session	Taekwondo - session
TK	0	ES1	0	8	ExCeL - South Arena 1	ExCeL - South Arena 1	ExCeL - South Arena 1	ExCeL - South Arena 1
TK	M	000	0	8	Men	Men	Hommes	Hommes
TK	M	058	0	8	Men -58kg	Men -58kg	Moins de 58 kg - hommes	-58 kg - hommes
TK	M	058	1	3	Men -58kg Gold Medal Final	Men -58kg Gold Medal Final	Moins de 58 kg - hommes, finale (médaille d'or)	-58 kg - hommes, médaille d'or
TK	M	058	2	3	Men -58kg Semifinals/Bronze Medal Finals	Men -58kg Semifinals/Bronze Mdl Finals	Moins de 58 kg - hommes, demi-finales (médaille de bronze)	-58 kg - hommes, médaille de bronze
TK	M	058	3	3	Men -58kg Quarterfinals/Repechage	Men -58kg Quarterfinals/Repechage	Moins de 58 kg - hommes, quarts de finale - repêchage	-58 kg - hommes, 1/4 finale - repêchage
TK	M	058	4	3	Men -58kg Preliminary Round	Men -58kg Preliminary Round	Moins de 58 kg - hommes, éliminatoires	-58 kg - hommes, éliminatoires
TK	M	058	5	3	Men -58kg Qualification Contest	Men -58kg Qualification Contest	Moins de 58 kg - hommes, combat de qualification	-58kg - hommes, combat de qualification
TK	M	058	M	6	Men -58kg Victory Ceremony	Men -58kg Victory Ceremony	Moins de 58 kg - hommes, cérémonie de remise des médailles	-58 kg - hommes, remise des médailles
TK	M	068	0	8	Men -68kg	Men -68kg	Moins de 68 kg - hommes	-68 kg - hommes
TK	M	068	1	3	Men -68kg Gold Medal Final	Men -68kg Gold Medal Final	Moins de 68 kg - hommes, finale (médaille d'or)	-68 kg - hommes, médaille d'or
TK	M	068	2	3	Men -68kg Semifinals/Bronze Medal Finals	Men -68kg Semifinals/Bronze Mdl Finals	Moins de 68 kg - hommes, demi-finales (médaille de bronze)	-68 kg - hommes, médaille de bronze
TK	M	068	3	3	Men -68kg Quarterfinals/Repechage	Men -68kg Quarterfinals/Repechage	Moins de 68 kg - hommes, quarts de finale - repêchage	-68 kg - hommes, 1/4 finale - repêchage
TK	M	068	4	3	Men -68kg Preliminary Round	Men -68kg Preliminary Round	Moins de 68 kg - hommes, éliminatoires	-68 kg - hommes, éliminatoires
TK	M	068	5	3	Men -68kg Qualification Contest	Men -68kg Qualification Contest	Moins de 68 kg - hommes, combat de qualification	-68 kg - hommes, combat de qualification
TK	M	068	M	6	Men -68kg Victory Ceremony	Men -68kg Victory Ceremony	Moins de 68 kg - hommes, cérémonie de remise des médailles	-68 kg - hommes, remise des médailles
TK	M	080	0	8	Men -80kg	Men -80kg	Moins de 80 kg - hommes	-80 kg - hommes
TK	M	080	1	3	Men -80kg Gold Medal Final	Men -80kg Gold Medal Final	Moins de 80 kg - hommes, finale (médaille d'or)	-80 kg - hommes, médaille d'or
TK	M	080	2	3	Men -80kg Semifinals/Bronze Medal Finals	Men -80kg Semifinals/Bronze Mdl Finals	Moins de 80 kg - hommes, demi-finales (médaille de bronze)	-80 kg - hommes, médaille de bronze
TK	M	080	3	3	Men -80kg Quarterfinals/Repechage	Men -80kg Quarterfinals/Repechage	Moins de 80 kg - hommes, quarts de finale - repêchage	-80 kg - hommes, 1/4 finale - repêchage
TK	M	080	4	3	Men -80kg Preliminary Round	Men -80kg Preliminary Round	Moins de 80 kg - hommes, éliminatoires	-80 kg - hommes, éliminatoires
TK	M	080	5	3	Men -80kg Qualification Contest	Men -80kg Qualification Contest	Moins de 80 kg - hommes, combat de qualification	-80 kg - hommes, combat de qualification
TK	M	080	M	6	Men -80kg Victory Ceremony	Men -80kg Victory Ceremony	Moins de 80 kg - hommes, cérémonie de remise des médailles	-80 kg - hommes, remise des médailles
TK	M	180	0	8	Men +80kg	Men +80kg	Plus de 80 kg - hommes	+80 kg - hommes
TK	M	180	1	3	Men +80kg Gold Medal Final	Men +80kg Gold Medal Final	Plus de 80 kg - hommes, finale (médaille d'or)	+80 kg - hommes, médaille d'or
TK	M	180	2	3	Men +80kg Semifinals/Bronze Medal Finals	Men +80kg Semifinals/Bronze Mdl Finals	Plus de 80 kg - hommes, demi-finales (médaille de bronze)	+80 kg - hommes, médaille de bronze
TK	M	180	3	3	Men +80kg Quarterfinals/Repechage	Men +80kg Quarterfinals/Repechage	Plus de 80 kg - hommes, quarts de finale - repêchage	+80 kg - hommes, 1/4 finale - repêchage
TK	M	180	4	3	Men +80kg Preliminary Round	Men +80kg Preliminary Round	Plus de 80 kg - hommes, éliminatoires	+80 kg - hommes, éliminatoires
TK	M	180	5	3	Men +80kg Qualification Contest	Men +80kg Qualification Contest	Plus de 80 kg - hommes, combat de qualification	+80 kg - hommes, combat de qualification
TK	M	180	M	6	Men +80kg Victory Ceremony	Men +80kg Victory Ceremony	Plus de 80 kg - hommes, cérémonie de remise des médailles	+80 kg - hommes, remise des médailles
TK	W	000	0	8	Women	Women	Femmes	Femmes
TK	W	049	0	8	Women -49kg	Women -49kg	Moins de 49 kg - femmes	-49 kg - femmes
TK	W	049	1	3	Women -49kg Gold Medal Final	Women -49kg Gold Medal Final	Moins de 49 kg - femmes, finale (médaille d'or)	-49 kg - femmes, médaille d'or
TK	W	049	2	3	Women -49kg Semifinals/Bronze Medal Finals	Women -49kg Semifinals/Bronze Mdl Finals	Moins de 49 kg - femmes, demi-finales (médaille de bronze)	-49 kg - femmes, médaille de bronze
TK	W	049	3	3	Women -49kg Quarterfinals/Repechage	Women -49kg Quarterfinals/Repechage	Moins de 49 kg - femmes, quarts de finale - repêchage	-49 kg - femmes, 1/4 finale - repêchage
TK	W	049	4	3	Women -49kg Preliminary Round	Women -49kg Preliminary Round	Moins de 49 kg - femmes, éliminatoires	-49 kg - femmes, éliminatoires
TK	W	049	5	3	Women -49kg Qualification Contest	Women -49kg Qualification Contest	Moins de 49 kg - femmes, combat de qualification	-49 kg - femmes, combat de qualification
TK	W	049	M	6	Women -49kg Victory Ceremony	Women -49kg Victory Ceremony	Moins de 49 kg - femmes, cérémonie de remise des médailles	-49 kg - femmes, remise des médailles
TK	W	057	0	8	Women -57kg	Women -57kg	Moins de 57 kg - femmes	-57 kg - femmes
TK	W	057	1	3	Women -57kg Gold Medal Final	Women -57kg Gold Medal Final	Moins de 57 kg - femmes, finale (médaille d'or)	-57 kg - femmes, médaille d'or
TK	W	057	2	3	Women -57kg Semifinals/Bronze Medal Finals	Women -57kg Semifinals/Bronze Mdl Finals	Moins de 57 kg - femmes, demi-finales (médaille de bronze)	-57 kg - femmes, médaille de bronze
TK	W	057	3	3	Women -57kg Quarterfinals/Repechage	Women -57kg Quarterfinals/Repechage	Moins de 57 kg - femmes, quarts de finale - repêchage	-57 kg - femmes, 1/4 finale - repêchage
TK	W	057	4	3	Women -57kg Preliminary Round	Women -57kg Preliminary Round	Moins de 57 kg - femmes, éliminatoires	-57 kg - femmes, éliminatoires
TK	W	057	5	3	Women -57kg Qualification Contest	Women -57kg Qualification Contest	Moins de 57 kg - femmes, combat de qualification	-57 kg - femmes, combat de qualification
TK	W	057	M	6	Women -57kg Victory Ceremony	Women -57kg Victory Ceremony	Moins de 57 kg - femmes, cérémonie de remise des médailles	-57 kg - femmes, remise des médailles
TK	W	067	0	8	Women -67kg	Women -67kg	Moins de 67 kg - femmes	-67 kg - femmes
TK	W	067	1	3	Women -67kg Gold Medal Final	Women -67kg Gold Medal Final	Moins de 67 kg - femmes, finale (médaille d'or)	-67 kg - femmes, médaille d'or
TK	W	067	2	3	Women -67kg Semifinals/Bronze Medal Finals	Women -67kg Semifinals/Bronze Mdl Finals	Moins de 67 kg - femmes, demi-finales (médaille de bronze)	-67 kg - femmes, médaille de bronze
TK	W	067	3	3	Women -67kg Quarterfinals/Repechage	Women -67kg Quarterfinals/Repechage	Moins de 67 kg - femmes, quarts de finale - repêchage	-67 kg - femmes, 1/4 finale - repêchage
